Group_Indicator,Gender,Issue_Age_Bucket,Incurred_Age_Bucket,Issue_Year_Bucket,Policy_Year,Marital_Status,Premium_Class,Underwriting_Type,Coverage_Type_Bucket,Tax_Qualification_Status,Inflation_Rider,Rate_Increase_Flag,Restoration_of_Benefits,NH_Orig_Daily_Ben_Bucket,ALF_Orig_Daily_Ben_Bucket,HHC_Orig_Daily_Ben_Bucket,NH_Ben_Period_Bucket,ALF_Ben_Period_Bucket,HHC_Ben_Period_Bucket,NH_EP_Bucket,ALF_EP_Bucket,HHC_EP_Bucket,Region,Active_Exposure,Total_Exposure,Claim_Count,Count_NH,Count_ALF,Count_HHC,Count_Unk
Individual,Female,80-84,90+,1997-1999,10-12 years,Married,Standard,Unknown,Other,Non-tax-qualified,No inflation protection,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,03: South,2,2,0,0,0,0,0
Individual,Male, 0-49, 0-49,2000-2002,13-15 years,Single,Preferred,Unknown,Comprehensive,Tax-qualified,Inflation protection,Yes,No,100-199,100-199,100-199,Unknown,Unknown,Unknown,   0,   0,   0,Unknown,3,3,0,0,0,0,0
Individual,Female,70-74,70-74,1997-1999, 4-6 years,Single,Standard,Full underwriting,Other,Tax-qualified,No inflation protection,No,No,200+,200+,Unknown,   < 3 year,   < 3 year,Unknown,   0,   0,   0,03: South,19.666666,20.916666,0,0,0,0,0
Individual,Male,60-64,65-69,1997-1999, 4-6 years,Married,Preferred,Unknown,Other,Non-tax-qualified,No inflation protection,Yes,Yes,100-199, < 100,Unknown,  3-4 year,  3-4 year,Unknown,   0,   0,   0,01: Mid-West,62,62,0,0,0,0,0
Individual,Female, 0-49, 0-49,1997-1999,13-15 years,Married,Standard,Full underwriting,Comprehensive,Tax-qualified,Inflation protection,Yes,Yes, < 100, < 100, < 100, Unlimited, Unlimited, Unlimited, 180, 180, 180,Unknown,6,6,0,0,0,0,0
Individual,Male,50-54,60-64,2000-2002, 7-9 years,Married,Preferred,Other,Comprehensive,Tax-qualified,No inflation protection,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,03: South,3,3,0,0,0,0,0
Group,Female,50-54,55-59,2009-2011, 4-6 years,Unknown,Standard,Other,Comprehensive,Tax-qualified,Inflation protection,No,Yes,100-199,100-199,100-199,Unknown,Unknown,Unknown,   0,   0,   0,04: West,145.33333,145.33333,0,0,0,0,0
Individual,Female,75-79,75-79,2003-2005, 1-3 years,Married,Preferred,Full underwriting,Comprehensive,Tax-qualified,No inflation protection,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,01: Mid-West,3,3,0,0,0,0,0
Group,Female, 0-49,55-59,1997-1999,15+ years,Unknown,Standard,Unknown,Comprehensive,Non-tax-qualified,No inflation protection,Yes,No, < 100, < 100, < 100,Unknown,Unknown,Unknown,   0,   0,   0,Unknown,622.33331,624.91663,1,0,0,1,0
Individual,Female, 0-49,55-59,1994-1996,13-15 years,Married,Standard,Other,Other,Non-tax-qualified,GPO,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,01: Mid-West,92.75,92.75,0,0,0,0,0
Individual,Female,65-69,70-74,1994-1996, 4-6 years,Single,Preferred,Other,Comprehensive,Non-tax-qualified,No inflation protection,Yes,No,100-199, < 100, < 100, Unlimited,Unknown,   < 3 year,  30,  20,  20,01: Mid-West,1.5,1.5,0,0,0,0,0
Individual,Female,50-54,60-64,2000-2002,10-12 years,Married,Preferred,Full underwriting,Comprehensive,Tax-qualified,Unknown,Yes,No,Unknown,Unknown,Unknown, Unlimited, Unlimited, Unlimited,   0,   0,   0,03: South,28,28,1,0,1,0,0
Group,Female,60-64,55-59,2003-2005, 7-9 years,Unknown,Standard,Other,Comprehensive,Tax-qualified,No inflation protection,No,No,100-199,100-199,100-199,Unknown,Unknown,Unknown,   0,   0,   0,04: West,9,10,1,0,0,1,0
Individual,Male,75-79,75-79,2006-2008, 1-3 years,Single,Standard,Full underwriting,Other,Tax-qualified,Unknown,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,Unknown,3,3,0,0,0,0,0
Individual,Female,55-59,55-59,2006-2008, 1-3 years,Single,Standard,Unknown,Comprehensive,Tax-qualified,No inflation protection,Yes,No, < 100, < 100, < 100,Unknown,Unknown,Unknown,   0,   0,   0,Unknown,104,104,0,0,0,0,0
Individual,Female,65-69,90+, < 1991,15+ years,Unknown,Substandard,Unknown,Other,Non-tax-qualified,No inflation protection,Yes,No,100-199, < 100,Unknown,  3-4 year,  3-4 year,Unknown,  90,  90,   0,04: West,3,3,0,0,0,0,0
Individual,Female,55-59,70-74,2000-2002,13-15 years,Married,Standard,Full underwriting,Comprehensive,Tax-qualified,Inflation protection,Yes,Yes, < 100, < 100, < 100, Unlimited, Unlimited, Unlimited,  30,  30,  30,Unknown,177.08333,180.08333,1,0,0,0,0
Group,Male,50-54,60-64,1997-1999,15+ years,Unknown,Standard,Full underwriting,Comprehensive,Tax-qualified,No inflation protection,No,No,100-199,100-199,100-199,Unknown,Unknown,Unknown,   0,   0,   0,02: Northeast,3,3,0,0,0,0,0
Individual,Male,65-69,65-69,1997-1999, 4-6 years,Single,Preferred,Full underwriting,Comprehensive,Tax-qualified,No inflation protection,No,No,100-199,100-199, < 100,  3-4 year,  3-4 year,  3-4 year,   0,   0,   0,01: Mid-West,1.916666,1.916666,0,0,0,0,0
Group,Male,50-54,60-64,2006-2008, 7-9 years,Married,Standard,Full underwriting,Comprehensive,Tax-qualified,Inflation protection,No,Yes,100-199,100-199,100-199,Unknown,Unknown,Unknown,   0,   0,   0,03: South,1.3333319,1.3333319,0,0,0,0,0
Individual,Male, 0-49, 0-49,1994-1996, 7-9 years,Single,Standard,Full underwriting,Comprehensive,Non-tax-qualified,Inflation protection,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,03: South,4,4,0,0,0,0,0
Individual,Female,50-54,50-54,1997-1999, 4-6 years,Married,Preferred,Other,Comprehensive,Non-tax-qualified,No inflation protection,Yes,No,100-199, < 100,100-199,Unknown,Unknown,Unknown,   0,   0,   0,01: Mid-West,6,6,0,0,0,0,0
Individual,Female,50-54,55-59,1994-1996, 7-9 years,Married,Standard,Other,Comprehensive,Non-tax-qualified,No inflation protection,Yes,No,100-199,100-199, < 100,Unknown,Unknown,Unknown,   0,   0,   0,01: Mid-West,2,2,0,0,0,0,0
Individual,Female,75-79,90+,1997-1999,15+ years,Unknown,Standard,Unknown,Comprehensive,Tax-qualified,No inflation protection,Yes,Yes,100-199, < 100, < 100,   < 3 year,   < 3 year,   < 3 year,   0,   0,   0,01: Mid-West,3,4,1,1,0,0,0
Individual,Male,60-64,80-84,1991-1993,15+ years,Married,Standard,Full underwriting,Comprehensive,Non-tax-qualified,No inflation protection,Yes,No, < 100, < 100, < 100, Unlimited, Unlimited, Unlimited,  90,  90, 180,Unknown,5,5,0,0,0,0,0
Individual,Female, 0-49,50-54,2009-2011, 4-6 years,Single,Standard,Full underwriting,Comprehensive,Tax-qualified,Inflation protection,Yes,Yes,200+,200+,200+,  5-9 year,  5-9 year,  5-9 year,  90,  90,  20,04: West,3,3,0,0,0,0,0
Individual,Female,60-64,65-69,1997-1999,10-12 years,Single,Preferred,Full underwriting,Other,Tax-qualified,Inflation protection,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,01: Mid-West,3,3,0,0,0,0,0
Individual,Female,65-69,70-74,2000-2002, 4-6 years,Unknown,Preferred,Unknown,Comprehensive,Non-tax-qualified,No inflation protection,Yes,Yes, < 100, < 100, < 100,  3-4 year,  3-4 year,  3-4 year,   0,   0,   0,03: South,7,7,0,0,0,0,0
Individual,Male,55-59,65-69,1997-1999,13-15 years,Unknown,Standard,Unknown,Other,Non-tax-qualified,Inflation protection,Yes,Yes, < 100, < 100, < 100, Unlimited, Unlimited, Unlimited,  90,  90,  90,01: Mid-West,3,3,0,0,0,0,0
Individual,Male,55-59,60-64,2003-2005, 4-6 years,Married,Standard,Unknown,Other,Tax-qualified,No inflation protection,No,Yes,100-199,100-199,100-199, Unlimited, Unlimited, Unlimited,  20,  20,  20,03: South,2,2,0,0,0,0,0
Individual,Female,60-64,60-64,2009-2011, 1-3 years,Married,Preferred,Other,Comprehensive,Non-tax-qualified,Inflation protection,No,No,200+,200+,200+,Unknown,Unknown,Unknown, 180, 180,   0,03: South,3,3,0,0,0,0,0
Individual,Female,55-59,70-74,2000-2002,15+ years,Married,Standard,Full underwriting,Comprehensive,Non-tax-qualified,Inflation protection,No,No,200+,200+,200+, Unlimited, Unlimited, Unlimited,   0,   0,   0,02: Northeast,3.499999,3.499999,0,0,0,0,0
Individual,Male,65-69,65-69,2006-2008, 1-3 years,Married,Standard,Full underwriting,Other,Tax-qualified,No inflation protection,No,No,100-199,100-199,Unknown,  3-4 year,  3-4 year,Unknown,  20,  20,   0,Unknown,4.5,4.5,0,0,0,0,0
Individual,Female,60-64,65-69,2012-2014, 1-3 years,Married,Preferred,Unknown,Comprehensive,Tax-qualified,Inflation protection,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,02: Northeast,25,25,0,0,0,0,0
Individual,Female,70-74,80-84,1997-1999,10-12 years,Single,Standard,Unknown,Other,Non-tax-qualified,Inflation protection,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,03: South,6,6,1,0,1,0,0
Group,Female, 0-49,50-54,2009-2011, 7-9 years,Married,Standard,Full underwriting,Comprehensive,Tax-qualified,Inflation protection,No,Yes,200+,200+,200+,Unknown,Unknown,Unknown,   0,   0,   0,01: Mid-West,2.249999,2.249999,0,0,0,0,0
Individual,Female,75-79,85-89,2003-2005,10-12 years,Unknown,Standard,Full underwriting,Comprehensive,Non-tax-qualified,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,01: Mid-West,5,6.083333,1,1,0,0,0
Individual,Female, 0-49,60-64,2000-2002,13-15 years,Married,Standard,Full underwriting,Comprehensive,Tax-qualified,No inflation protection,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,04: West,3,3,0,0,0,0,0
Individual,Male, 0-49, 0-49,2009-2011, 1-3 years,Married,Preferred,Full underwriting,Comprehensive,Tax-qualified,No inflation protection,Yes,Yes,200+,200+,200+, Unlimited, Unlimited, Unlimited,  90,  90,  20,01: Mid-West,18,18,0,0,0,0,0
Individual,Male, 0-49, 0-49,2012-2014, 4-6 years,Married,Standard,Full underwriting,Comprehensive,Tax-qualified,No inflation protection,No,No, < 100, < 100, < 100,Unknown,Unknown,Unknown,  90,  90,   0,03: South,1.583333,1.583333,0,0,0,0,0
Group,Male,50-54,60-64,2003-2005,10-12 years,Single,Standard,Other,Comprehensive,Tax-qualified,Inflation protection,No,No,100-199, < 100, < 100,Unknown,Unknown,Unknown,   0,   0,   0,Unknown,13.333333,13.333333,0,0,0,0,0
Individual,Female,60-64,70-74,1997-1999,10-12 years,Married,Standard,Unknown,Other,Tax-qualified,No inflation protection,Yes,No,100-199, < 100,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,Unknown,7,7,0,0,0,0,0
Group,Male, 0-49,65-69,1991-1993,15+ years,Married,Standard,Full underwriting,Comprehensive,Tax-qualified,No inflation protection,No,No,100-199,100-199,100-199,Unknown,Unknown,Unknown,   0,   0,   0,03: South,81.166664,81.166664,1,0,0,1,0
Individual,Male,70-74,85-89, < 1991,10-12 years,Unknown,Standard,Unknown,Comprehensive,Non-tax-qualified,No inflation protection,Yes,No,100-199, < 100, < 100,  3-4 year,  3-4 year,   < 3 year,  20,  20,  20,04: West,1.749999,1.749999,0,0,0,0,0
Individual,Female,65-69,80-84,2000-2002,15+ years,Married,Standard,Other,Comprehensive,Tax-qualified,Inflation protection,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,03: South,3.5,3.5,0,0,0,0,0
Individual,Female,65-69,70-74,1997-1999, 1-3 years,Married,Standard,Unknown,Comprehensive,Tax-qualified,Inflation protection,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,01: Mid-West,15.666666,15.666666,0,0,0,0,0
Individual,Female,55-59,65-69,2000-2002, 7-9 years,Married,Standard,Unknown,Comprehensive,Tax-qualified,No inflation protection,Yes,Yes,200+,200+,200+, Unlimited, Unlimited, Unlimited,   0,   0,   0,02: Northeast,2,2,0,0,0,0,0
Individual,Female,75-79,90+,1994-1996,15+ years,Married,Standard,Full underwriting,Other,Non-tax-qualified,No inflation protection,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,01: Mid-West,282.49997,378.24997,28,9,6,13,0
Individual,Female,65-69,80-84,1991-1993,15+ years,Single,Standard,Unknown,Comprehensive,Non-tax-qualified,No inflation protection,No,No, < 100, < 100, < 100,   < 3 year,   < 3 year,   < 3 year,  20,  20,  20,02: Northeast,6,6,0,0,0,0,0
Individual,Female,70-74,85-89,1997-1999,15+ years,Single,Standard,Full underwriting,Comprehensive,Tax-qualified,No inflation protection,No,No,100-199,Unknown, < 100,  5-9 year,Unknown,  5-9 year,  30,   0,  30,02: Northeast,4.916666,4.916666,0,0,0,0,0
Individual,Female,50-54,60-64,1997-1999,13-15 years,Single,Standard,Other,Comprehensive,Tax-qualified,Inflation protection,Yes,No, < 100, < 100, < 100,Unknown,Unknown,Unknown,   0,   0,   0,04: West,5,5,0,0,0,0,0
Individual,Female,55-59,65-69,2000-2002, 7-9 years,Married,Preferred,Full underwriting,Comprehensive,Non-tax-qualified,No inflation protection,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,03: South,5,5,0,0,0,0,0
Individual,Male,60-64,75-79,2000-2002,15+ years,Single,Preferred,Full underwriting,Comprehensive,Tax-qualified,GPO,Yes,No,Unknown,Unknown,Unknown, Unlimited, Unlimited, Unlimited,   0,   0,   0,03: South,5.1666651,5.1666651,0,0,0,0,0
Individual,Female, 0-49, 0-49,2003-2005, 1-3 years,Married,Preferred,Full underwriting,Comprehensive,Tax-qualified,No inflation protection,Yes,Yes, < 100, < 100, < 100, Unlimited, Unlimited, Unlimited,  90,  90,  20,03: South,9,9,0,0,0,0,0
Individual,Female,50-54,65-69,1997-1999,13-15 years,Married,Standard,Full underwriting,Comprehensive,Tax-qualified,Unknown,No,No,Unknown,Unknown,Unknown, Unlimited, Unlimited,   < 3 year,   0,   0,   0,Unknown,30,30,0,0,0,0,0
Group,Female,50-54,60-64,1997-1999,13-15 years,Unknown,Standard,Unknown,Other,Non-tax-qualified,GPO,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,Unknown,11.5,11.5,0,0,0,0,0
Individual,Female,70-74,75-79,2003-2005, 4-6 years,Unknown,Standard,Unknown,Comprehensive,Tax-qualified,No inflation protection,Yes,Yes,100-199, < 100, < 100,  3-4 year,  3-4 year,  3-4 year,  20,  20,   0,02: Northeast,3,3,0,0,0,0,0
Individual,Male,75-79,85-89,2003-2005,13-15 years,Married,Standard,Unknown,Comprehensive,Tax-qualified,No inflation protection,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,03: South,66.999992,73.999992,4,0,1,3,0
Individual,Male,60-64,75-79,1991-1993,15+ years,Married,Preferred,Other,Comprehensive,Non-tax-qualified,No inflation protection,Yes,No,100-199, < 100,100-199,  3-4 year,Unknown,   < 3 year,  30,  20,  20,03: South,3,3,0,0,0,0,0
Group,Female,70-74,80-84,1997-1999,10-12 years,Single,Preferred,Other,Comprehensive,Non-tax-qualified,No inflation protection,Yes,No, < 100, < 100, < 100, Unlimited,Unknown,  3-4 year,  90,  20,  20,03: South,3,3,0,0,0,0,0
Individual,Female,65-69,65-69,2015-2016, 1-3 years,Married,Standard,Full underwriting,Comprehensive,Tax-qualified,Unknown,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,03: South,213.4166,213.4166,0,0,0,0,0
Individual,Female,50-54,55-59,2003-2005, 1-3 years,Married,Preferred,Unknown,Other,Tax-qualified,Inflation protection,Yes,Yes,100-199,100-199,Unknown, Unlimited, Unlimited,Unknown,  90,  90,   0,03: South,2,2,0,0,0,0,0
Group,Male,60-64,65-69,2006-2008, 4-6 years,Unknown,Standard,Other,Comprehensive,Tax-qualified,Inflation protection,No,No,200+,100-199,100-199,Unknown,Unknown,Unknown,   0,   0,   0,01: Mid-West,6,6,0,0,0,0,0
Group,Female,80-84,85-89,1997-1999, 7-9 years,Single,Standard,Other,Other,Non-tax-qualified,No inflation protection,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,04: West,19.083332,21,0,0,0,0,0
Individual,Female,75-79,80-84,2003-2005, 1-3 years,Single,Standard,Full underwriting,Other,Tax-qualified,No inflation protection,No,No,200+,200+,Unknown,   < 3 year,   < 3 year,Unknown,   0,   0,   0,03: South,3,3,0,0,0,0,0
Group,Female,50-54,55-59,2003-2005, 1-3 years,Unknown,Standard,Full underwriting,Comprehensive,Tax-qualified,Inflation protection,No,Yes,100-199, < 100, < 100,Unknown,Unknown,Unknown,   0,   0,   0,03: South,2,2,0,0,0,0,0
Individual,Female,55-59,70-74,2000-2002,13-15 years,Single,Standard,Full underwriting,Comprehensive,Tax-qualified,Unknown,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,Unknown,96,98,0,0,0,0,0
Individual,Female,50-54,60-64,1997-1999, 7-9 years,Unknown,Standard,Full underwriting,Comprehensive,Tax-qualified,Inflation protection,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,04: West,2,2,0,0,0,0,0
Individual,Male,50-54,50-54,2000-2002, 1-3 years,Single,Standard,Full underwriting,Comprehensive,Non-tax-qualified,No inflation protection,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,04: West,6,6,0,0,0,0,0
Individual,Male,50-54,65-69, < 1991,13-15 years,Single,Standard,Full underwriting,Comprehensive,Non-tax-qualified,No inflation protection,No,Yes,200+,Unknown,200+,   < 3 year,Unknown,   < 3 year,   0,   0,   0,02: Northeast,4,4,0,0,0,0,0
Individual,Male,75-79,80-84,1997-1999, 7-9 years,Single,Standard,Full underwriting,Comprehensive,Tax-qualified,Inflation protection,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,02: Northeast,14,14,0,0,0,0,0
Individual,Female,65-69,65-69,1997-1999, 4-6 years,Married,Standard,Full underwriting,Other,Tax-qualified,Inflation protection,No,No,200+,200+,Unknown,   < 3 year,   < 3 year,Unknown,   0,   0,   0,01: Mid-West,3,3,0,0,0,0,0
Individual,Female,60-64,60-64,2000-2002, 1-3 years,Married,Standard,Other,Comprehensive,Tax-qualified,No inflation protection,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,03: South,157,157,0,0,0,0,0
Individual,Male,60-64,75-79,1997-1999,15+ years,Married,Standard,Full underwriting,Comprehensive,Non-tax-qualified,No inflation protection,No,No,100-199,100-199,100-199, Unlimited, Unlimited,  5-9 year,  90,  90,  90,04: West,8.083333,8.083333,0,0,0,0,0
Individual,Female,55-59,65-69,2000-2002,10-12 years,Unknown,Standard,Unknown,Comprehensive,Tax-qualified,Inflation protection,Yes,Yes,100-199,200+,200+, Unlimited, Unlimited,   < 3 year,  20,  20,   0,03: South,4,4,0,0,0,0,0
Individual,Male,65-69,65-69,1994-1996, 4-6 years,Single,Standard,Full underwriting,Comprehensive,Non-tax-qualified,No inflation protection,Yes,Yes,200+,Unknown,200+,   < 3 year,Unknown,   < 3 year,   0,   0,   0,02: Northeast,2.166666,2.166666,0,0,0,0,0
Individual,Male,55-59,80-84, < 1991,15+ years,Unknown,Substandard,Unknown,Comprehensive,Non-tax-qualified,No inflation protection,Yes,No, < 100, < 100, < 100,  3-4 year,  3-4 year,   < 3 year,  20,  20,  20,03: South,3,3,0,0,0,0,0
Individual,Female,50-54,60-64,2000-2002,10-12 years,Married,Preferred,Full underwriting,Comprehensive,Tax-qualified,Inflation protection,Yes,No,100-199,100-199,100-199, Unlimited, Unlimited, Unlimited,  90,  90,  90,Unknown,95,95,0,0,0,0,0
Individual,Female,65-69,80-84,1997-1999,15+ years,Married,Standard,Full underwriting,Comprehensive,Non-tax-qualified,Inflation protection,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,02: Northeast,39.416664,44.749996,1,1,0,0,0
Individual,Male,65-69,75-79, < 1991,13-15 years,Married,Standard,Full underwriting,Other,Non-tax-qualified,Inflation protection,Yes,No, < 100, < 100,Unknown,  3-4 year,  3-4 year,Unknown,  90,  90,   0,Unknown,4,4,0,0,0,0,0
Individual,Male,65-69,80-84,1994-1996,15+ years,Married,Standard,Unknown,Other,Non-tax-qualified,No inflation protection,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,04: West,32.583332,33.333332,1,0,1,0,0
Individual,Male,65-69,75-79,1994-1996,13-15 years,Married,Preferred,Other,Comprehensive,Non-tax-qualified,No inflation protection,Yes,No,200+,100-199,200+,Unknown,Unknown,Unknown,   0,   0,   0,01: Mid-West,3,3,0,0,0,0,0
Individual,Female,65-69,70-74,1997-1999, 4-6 years,Single,Substandard,Other,Other,Tax-qualified,No inflation protection,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,02: Northeast,1,2,1,0,0,1,0
Individual,Male,65-69,85-89,1991-1993,15+ years,Married,Standard,Full underwriting,Other,Non-tax-qualified,No inflation protection,No,Yes,Unknown,Unknown,200+,Unknown,Unknown,   < 3 year,   0,   0,   0,03: South,35.666664,41.249996,1,0,0,1,0
Individual,Male, 0-49,50-54,2006-2008, 7-9 years,Married,Preferred,Other,Comprehensive,Tax-qualified,Inflation protection,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,Unknown,106.49999,106.49999,0,0,0,0,0
Individual,Female,70-74,85-89,2003-2005,13-15 years,Unknown,Preferred,Unknown,Other,Tax-qualified,No inflation protection,Yes,Yes, < 100, < 100,Unknown,  3-4 year,  3-4 year,Unknown,  30,  30,   0,01: Mid-West,2.416666,2.416666,0,0,0,0,0
Individual,Male,75-79,80-84,2003-2005, 7-9 years,Married,Standard,Other,Comprehensive,Tax-qualified,GPO,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,Unknown,3,3,0,0,0,0,0
Individual,Male,70-74,85-89,2003-2005,13-15 years,Unknown,Standard,Unknown,Other,Tax-qualified,No inflation protection,Yes,Yes,Unknown,Unknown,200+,Unknown,Unknown,   < 3 year,   0,   0,   0,03: South,2.5,2.5,0,0,0,0,0
Group,Male,50-54,55-59,2000-2002, 4-6 years,Married,Standard,Other,Comprehensive,Non-tax-qualified,Inflation protection,Yes,No, < 100, < 100, < 100, Unlimited,Unknown,  5-9 year,  30,  20,  20,02: Northeast,3,3,0,0,0,0,0
Individual,Female,65-69,75-79,2003-2005,10-12 years,Single,Standard,Full underwriting,Other,Tax-qualified,No inflation protection,Yes,No,100-199,100-199,Unknown,   < 3 year,   < 3 year,Unknown,  90,  90,   0,Unknown,10.833333,10.833333,0,0,0,0,0
Individual,Male,50-54,55-59,2009-2011, 1-3 years,Married,Preferred,Full underwriting,Comprehensive,Tax-qualified,Inflation protection,Yes,Yes,100-199,100-199,100-199, Unlimited, Unlimited, Unlimited,  90,  90,  20,04: West,6,6,0,0,0,0,0
